0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-605.1427,68.521454,-8.361052,13.004395,-2.3967493,3.230742,-15.121303,-5.1807413,-18.975708,-3.3036299,-1.9228755,-4.179227,-9.036291,-9.76171,-2.6612158,-1.3395813,-11.4180355,-5.0033193,-6.7362604,-8.539978,-10.630725,-3.2152514,-10.33463,-6.1109643,-2.8676388,-6.696833,-5.275638,-2.9802625,-6.00129,1.3437488,0.72059536,1.6265475,-0.7402467,-7.06408,-4.543483,-2.6530297,3.5188587,9.071066,13.657222,12.801324,calm
-597.78046,67.23414,-12.973804,12.687977,-3.9924161,0.36438957,-14.966174,-3.5688593,-21.49704,-3.8375807,-1.7619106,-3.910931,-9.825191,-10.108946,-2.9186685,-1.219298,-12.161566,-3.9867778,-8.173891,-8.798455,-11.351835,-3.5364308,-10.496788,-5.7638936,-3.886973,-7.0759993,-6.6299624,-3.808113,-3.9235187,0.8962728,1.011435,2.7024066,-0.858984,-7.284656,-4.0821476,-2.0643594,4.5141325,9.871031,13.840572,14.3698635,calm
-540.5279,55.64509,-22.757004,14.550138,-6.311133,-2.3098094,-19.471716,-2.3912563,-22.640491,-4.70863,-1.2583597,-8.830283,-3.930669,-5.5674615,-8.579678,2.982846,-12.481757,-6.6656904,-4.735673,-5.5439553,-10.290762,-1.8767701,-8.375475,-7.8569145,-2.4660811,-6.964977,-8.318004,-3.158535,-4.0857425,-1.9563087,1.7758086,-0.13250098,0.09112401,-4.571279,-5.525095,-3.878816,1.5844494,5.806324,10.450196,10.910753,happy
-540.70917,62.377453,-26.484024,16.89498,-3.4708805,-1.3301338,-19.79502,-2.300551,-24.39739,-5.1364846,-1.8045949,-9.832008,-5.6414094,-3.545448,-10.04693,2.3875823,-11.670635,-6.0218043,-4.234735,-4.932386,-9.195613,-1.857672,-7.5041914,-7.057724,-2.8303816,-5.1128006,-7.314047,-3.6373677,-4.482518,-1.5427208,1.4891201,-0.4034185,-0.84259367,-6.185801,-5.2868834,-4.567268,1.8373909,6.9405107,10.229336,12.611173,happy
-547.6045,49.83038,-22.468397,15.609225,-9.784516,0.48367262,-19.887363,-5.147219,-20.380232,-5.882835,-1.4853923,-7.0233774,-4.867489,-4.7129827,-9.7316475,3.2486076,-13.6314745,-6.444442,-3.686495,-6.8128314,-10.315744,-1.473784,-6.619265,-7.8737583,-3.1330972,-5.2648053,-7.892646,-2.9680254,-4.219164,-1.9708164,1.4196186,-0.72985774,0.35914692,-2.9681761,-4.081074,-1.7774465,2.2378464,5.503698,8.613697,9.709553,happy
-526.22626,52.201744,-19.855133,9.643093,-8.012253,-1.9836656,-20.188114,-5.3448935,-20.505299,-5.7806334,-0.57947433,-8.656974,-5.2369065,-6.6104593,-11.292853,3.211261,-13.860397,-6.423958,-2.6489363,-6.840502,-9.898596,-2.5101867,-8.314205,-7.3402104,-6.273309,-6.1031547,-6.7251782,-3.5268598,-3.9272523,-1.5232316,1.0603424,-0.22716546,-0.44818065,-6.162482,-3.8921747,-3.2070935,1.2241776,5.699639,10.396824,10.305075,happy
-462.20734,49.578888,-21.027275,12.288591,-5.7718744,-2.129473,-19.328764,-3.6836522,-19.008533,-8.220993,-2.8408825,-8.57649,-4.630065,-1.3775722,-12.627424,2.885855,-11.423713,-8.107798,-3.1566439,-4.5429645,-10.350301,-2.1246324,-6.011705,-7.1069994,-5.5541673,-3.847552,-8.978848,-4.017015,-2.7270577,-1.3995447,3.8304753,0.08087319,-1.0985246,-4.601507,-5.917893,-1.5309927,4.321068,11.227722,12.996005,10.583578,happy
-493.04083,50.346706,-23.265991,14.305022,-6.432943,-4.5035048,-21.072454,-2.324056,-23.661194,-5.9460125,-2.4716215,-9.847256,-5.282653,-2.903356,-13.470573,2.6279106,-13.344578,-6.631691,-3.1691194,-4.670661,-11.291735,-2.2996078,-6.638522,-9.345331,-4.021188,-5.732225,-9.121232,-3.4548688,-5.1150246,-2.14638,3.1060119,0.20753406,-1.7010804,-6.122021,-7.9232287,-4.089498,4.45212,9.694612,12.061159,12.682372,happy
-460.97852,47.105022,-26.603594,11.888509,-8.430061,-5.8459816,-24.263952,-4.192411,-22.103437,-6.094235,-3.3812757,-8.318949,-3.9260879,-3.8111572,-14.679282,4.68898,-13.28028,-8.022773,-2.724895,-5.757703,-10.678613,-4.266191,-5.380726,-10.407826,-5.2986617,-4.605395,-8.553916,-3.8257883,-1.0710026,-2.3669655,4.2950773,0.32146242,-1.7497315,-4.105731,-6.011069,-2.5904913,6.508562,9.296939,12.520708,12.407761,happy
-476.72748,53.46243,-26.897545,12.363527,-9.169267,-2.007658,-23.35624,-4.7172446,-23.407438,-7.9742875,-2.7525892,-9.362766,-5.833621,-2.4709506,-14.79209,3.0822496,-10.791158,-10.382786,-2.6036124,-5.237542,-11.079003,-4.8964124,-6.964505,-8.089846,-8.58208,-3.6897006,-8.486405,-4.4282084,-0.89062214,-1.0196533,3.3887424,2.1415977,-3.9349504,-6.652932,-6.283901,-0.9598379,6.8387904,13.022931,11.573911,9.206422,happy
-617.8704,65.72651,-7.7355523,13.504491,-1.2080365,-0.1778725,-10.655211,-7.517921,-19.232668,-7.2763467,-4.9654865,-2.9368865,-6.6698775,-7.507548,-4.676847,2.6410763,-11.587781,-4.1382384,-5.374205,-4.582847,-9.23057,-3.2320473,-8.027596,-6.8590508,-2.2083895,-5.3070526,-6.5271606,-3.8471012,-6.51117,-4.265926,-2.66408,-2.3242476,1.9402674,-0.840318,-0.48932314,-1.1165491,-2.136565,1.5659976,6.321378,12.248215,sad
-605.4042,61.18277,-15.785571,15.382209,-3.2677462,-5.3042245,-11.783874,-6.435446,-22.392982,-6.618548,-5.9299927,-3.7733974,-5.5116553,-8.340958,-3.2120993,0.018920938,-11.7812195,-6.3949275,-6.051775,-3.2473068,-8.892976,-1.6543452,-6.985452,-8.662329,-5.4372,-4.817856,-6.845576,-3.307117,-5.4854712,-4.7151756,-3.7120934,-4.65121,-0.3741131,-2.104618,0.5644418,-1.1513504,-0.47033554,2.6425214,5.853847,13.2439165,sad
-621.87085,64.94746,-6.4026356,14.493889,-1.6271242,3.5103502,-12.605418,-10.760942,-20.220953,-2.5555625,-3.894258,-7.095829,-6.729596,-9.101015,-1.3408484,2.6583707,-12.529889,-3.970835,-4.193592,-7.4193597,-10.949576,-2.8595955,-8.760388,-8.571171,-2.9503663,-6.536802,-5.6894207,-4.3405004,-6.3005123,-3.5498307,-4.0182514,-1.2485029,1.3610805,-1.802993,-0.8094702,-0.39304993,0.9285951,2.9378233,8.570859,13.766385,sad
-569.0223,57.840153,-15.744514,13.381923,-5.420011,-2.4411452,-11.144705,-7.6441627,-22.622168,-4.277094,-4.063732,-5.3734417,-6.1453032,-9.524936,-3.0143557,0.645073,-13.668348,-4.564741,-4.6613765,-5.604459,-10.981763,-4.922436,-9.083433,-7.3688555,-4.025055,-5.2701807,-6.8674707,-3.7139776,-5.7219524,-4.7598667,-4.0337033,-1.17882,0.94426656,-1.364924,0.3897084,-2.3687773,-1.3558116,1.415071,5.6414447,13.998138,sad
-553.98096,58.5583,-19.178612,11.699551,-1.9647313,-2.155236,-12.429047,-6.4919353,-21.204136,-4.9110246,-5.2012534,-5.812167,-4.2907987,-5.080932,-9.355706,3.1831336,-9.684106,-7.5994067,-4.8087773,-2.6504335,-10.410825,-2.7439783,-3.8913555,-6.9439197,-4.4778266,-3.2699096,-7.338375,-2.5779998,-5.66577,-4.7634873,-1.4688106,-2.460717,1.294711,2.5186064,1.8415061,0.7943637,3.1544065,3.0399387,9.8052635,9.762549,sad
-581.96185,54.84019,-16.995512,13.663654,-4.468616,-5.657394,-12.080236,-7.2113633,-20.497313,-6.6255736,-6.6925645,-5.557902,-6.999963,-3.97681,-10.704303,1.3451406,-10.86903,-5.91172,-3.3135502,-3.4785423,-10.210191,-3.353002,-5.6466327,-9.738047,-5.7954006,-3.9634042,-7.330417,-1.6589925,-6.0789723,-5.1733947,-2.41875,-2.1238234,1.9651302,0.5863583,0.62042296,0.71774507,1.4034791,3.054781,9.981274,11.003725,sad
-531.9701,55.66016,-21.43543,11.167104,-5.7804937,-0.7073368,-17.574469,-6.138992,-24.38446,-9.082846,-1.1123375,-5.749044,-6.5713515,-2.093412,-11.424051,2.0563843,-8.081042,-9.044225,-4.6029134,-3.8830674,-9.950795,-4.7855473,-3.559832,-6.2615256,-8.253805,-3.538362,-5.924718,-5.4892406,-2.0856302,-2.3515692,-0.81200576,0.3710294,-0.13024104,-0.7506135,-1.9268544,-0.6570912,2.2126212,6.510367,10.338017,10.278188,sad
-519.8133,53.353516,-22.549877,11.484571,-4.0752306,-3.319098,-16.941399,-7.927776,-24.568995,-10.196486,-4.654776,-6.12005,-7.071587,-2.656177,-10.949285,2.1012805,-9.261413,-11.140076,-5.150295,-3.369269,-10.862683,-6.0398736,-2.9369018,-7.3723674,-7.989735,-4.124818,-6.480774,-6.4072156,-3.6908624,-3.1296537,-1.0783973,1.3488389,0.61369956,0.6433402,-2.6912243,-0.3051857,3.1774902,7.5678368,11.961298,11.211439,sad
-469.5239,56.968586,-23.069786,18.357208,-6.8289776,-2.9194343,-8.400423,0.0019766188,-15.037283,-1.2919611,-5.003864,-3.2626371,-5.1024413,-2.2625558,-5.307255,3.1410022,-9.390367,-3.2843635,-1.5984658,-4.8542037,-8.31446,-0.24641863,-6.6300206,-2.9657066,-3.0987027,-2.9581861,-5.6775355,-2.7470045,-4.6937566,-3.977863,-1.4703001,1.6188878,2.4535382,-0.52492857,-2.857596,-0.90803486,-0.223948,4.44853,6.4613624,7.613035,angry
-470.85074,52.551716,-21.17204,17.688982,-10.224922,-5.6953535,-10.095732,-1.1545312,-17.35731,0.4145473,-7.3798394,-1.7885369,-5.459489,-2.3437552,-5.2605195,-0.57796055,-10.125141,1.1207052,-7.0672584,-4.49432,-6.687598,-2.57567,-6.4858465,-4.2995205,-3.7426138,-4.152312,-5.677208,-2.389482,-5.97444,-2.858309,-1.0674373,1.9076661,1.1684932,0.04736965,-0.03415191,-1.8536896,0.58079827,3.178546,4.349,7.2436004,angry
-460.57288,48.196198,-20.178076,16.752794,-6.202246,-3.3862348,-12.630749,-0.3977425,-23.229252,0.9720001,-7.213216,-2.6709678,-3.8636675,-1.6609712,-8.2464695,3.5755055,-12.591576,-1.2382404,-5.1133375,-4.5101476,-7.757457,-3.412288,-6.0755186,-5.654439,-4.0937004,-3.464111,-8.037473,-2.040421,-4.983758,-3.2452326,-1.0456415,2.0668037,1.9048586,-2.4674191,-3.5043025,-2.773744,0.29077205,5.3137083,6.5706463,8.491587,angry
-445.214,49.051147,-18.669867,15.861994,-9.291294,-4.1726227,-11.94731,-0.1046902,-18.19912,-6.6659203,-5.4789205,-5.995245,-4.010072,-4.262991,-7.738643,0.6120949,-12.781628,-3.491059,-3.674361,-6.928206,-9.0524645,-1.8483553,-8.436843,-5.9704175,-4.095136,-2.767932,-7.8219905,-2.7054913,-5.7628574,-4.0617857,-0.8895895,-2.0749693,1.5760044,-1.9272587,-1.8370067,-0.67651355,0.37872136,4.3829927,6.853693,8.23021,angry
-382.36414,53.98069,-28.662636,13.47578,-9.580713,-3.9383008,-18.28393,-1.472278,-22.43216,-1.1685094,-5.9675603,-7.2446046,-6.2998776,-1.1904744,-9.012403,0.9845219,-9.0972185,-4.926556,-4.9110785,-4.6963487,-10.302151,-2.942709,-7.3558145,-6.394102,-5.4420266,-3.3872213,-7.689427,-2.9853644,-4.237754,-2.4182377,1.2611805,0.4339348,0.4813575,-0.9759053,-0.4001896,-0.93731534,2.8331497,2.8449588,6.705524,5.3466806,angry
-367.18066,57.854626,-37.90718,15.612677,-13.011862,-0.61563563,-23.1678,-3.2437003,-26.425585,-0.47270328,-5.9408107,-5.218868,-5.216479,0.30003396,-13.6811,6.998849,-12.826536,-2.854843,-5.9860654,-4.299132,-11.10311,0.31194422,-7.899007,-4.069337,-6.3495903,-2.7272987,-7.606559,-3.7745469,-5.773665,-3.7819514,0.9106014,2.025991,3.9892173,1.1230596,0.17653926,1.437974,3.7218726,6.210607,8.557845,6.873568,angry
-380.07172,52.677917,-33.913826,10.146139,-11.870185,-1.0708979,-22.113962,-6.247452,-27.449223,-0.303969,-5.8726587,-5.720932,-6.807496,-3.2324605,-9.923215,1.9794998,-12.869359,-7.4015484,-4.643266,-6.47076,-11.570074,-4.1671314,-9.717894,-6.5614343,-6.6187854,-3.0207016,-5.515453,-2.381019,-5.5408034,-3.1925344,0.24557403,-0.12644596,4.4370694,0.7714621,0.9205255,0.21201769,0.99235976,1.5052681,6.2491126,6.075163,angry
-357.7677,57.735035,-33.78822,9.227865,-7.221813,-5.38694,-23.169554,-1.5439228,-26.306372,-0.77181524,-1.7091317,-8.631465,-6.363968,-3.2805355,-9.513457,3.010366,-12.8577795,-3.9969223,-5.5665746,-4.534475,-11.293837,-3.9621055,-8.405227,-4.4669394,-7.6296277,-2.1782682,-6.3807716,-2.5459049,-3.6380062,-0.23525634,2.552132,3.4570792,3.3918185,-0.48365566,-0.43282285,0.28940967,-0.03897495,2.089296,4.820948,6.4137726,angry
-554.79144,58.811184,-22.426716,16.84486,-5.255564,-3.971073,-15.396115,-4.886544,-17.792368,-7.1835413,-2.8284733,-7.693265,-6.0124917,-3.9088414,-7.7189994,3.394081,-13.115234,-7.0489554,-2.277928,-5.974276,-9.614062,-3.2859323,-7.342966,-7.1677933,-1.9646086,-5.0035143,-5.189035,-0.6140812,-7.128729,-3.4521685,-3.058946,-2.9073114,2.3601072,0.3535589,1.018798,-0.7611808,-0.013730923,0.40651932,7.6470337,10.348066,fearful
-579.5004,57.59273,-22.964724,13.834575,-5.3162117,-5.263845,-14.610177,-5.086716,-21.605633,-6.6950774,-2.9455097,-5.863311,-8.798107,-4.7880206,-10.913596,1.7433136,-9.975437,-6.2608843,-4.8436346,-5.021651,-11.355324,-5.6520586,-5.358095,-9.55739,-5.216148,-4.0597787,-8.109453,-3.4605458,-5.7788234,-5.7016797,-2.419286,-1.2779273,1.453203,0.48669028,0.07297616,0.1775326,1.2119358,3.0275617,7.3154864,10.810223,fearful
-545.04626,58.489002,-17.356094,10.875039,-2.9058359,-1.8867911,-16.461573,-3.8367581,-18.267126,-9.270202,-4.3209615,-5.1197777,-7.5938597,-3.850511,-9.488465,0.4894862,-8.150916,-8.735756,-6.70425,-2.8789332,-10.550386,-6.427382,-5.7430973,-6.6376705,-9.528031,-2.119748,-8.973266,-3.7278295,-3.3234863,-4.312056,0.66127926,0.10696042,1.8749278,-0.36127025,-3.277567,-2.1273825,0.95109993,5.8019447,9.1235285,11.995884,fearful
-533.29565,58.93722,-20.667942,12.153096,-2.8900611,-3.8118114,-17.23979,-8.795483,-21.979834,-7.701922,-2.1019623,-6.313005,-8.080779,-1.7592643,-8.945481,2.5907357,-8.451661,-10.787427,-3.4013655,-4.527656,-10.580628,-4.4943104,-3.813196,-7.8288817,-7.753984,-3.0251458,-8.166636,-1.5519834,-3.6347742,-4.154944,-0.20446412,-0.17588806,2.4828625,-0.5701521,-2.0469034,-0.43689862,3.3061302,6.160708,11.514371,12.967266,fearful
-493.66632,56.88758,-23.070997,9.439086,-4.0854983,-4.189908,-18.530394,-3.6389246,-22.007313,-11.977725,-4.1097984,-8.082031,-11.215059,-2.111833,-11.332754,-1.004302,-8.944083,-9.530626,-5.827776,-0.2936469,-9.2501,-5.0468197,-4.7106347,-6.6115985,-7.961498,-2.848169,-5.433787,-6.508658,-3.6435454,-3.4740014,-1.498289,-0.13080457,0.48748296,-1.082315,-0.38112238,0.6023185,3.7583578,7.00757,8.536889,6.1219745,fearful
-456.2687,62.146866,-23.870625,9.168935,-2.2126842,-1.8743144,-17.709145,-6.3215337,-25.31247,-9.191378,-5.8283052,-7.024867,-8.430226,1.0359643,-11.600207,2.707187,-7.583839,-11.714115,-4.707589,0.4783975,-9.708108,-3.1184998,-5.0979004,-4.073732,-8.216556,-2.5811393,-3.0110743,-6.227188,-1.7253217,-1.7960035,0.33779135,1.9000509,0.71324867,-2.1482902,-0.40518913,0.14590348,5.0001655,6.6632175,7.9251432,7.8040915,fearful
-432.32275,54.332737,-22.907427,10.044435,0.57706064,0.715888,-18.076292,-7.930686,-22.730097,-4.301465,-3.748193,-5.543459,-4.4028935,-0.95810336,-8.940762,7.5482984,-9.429585,-6.9144096,-1.2674477,-2.4414208,-8.295896,-2.7144272,-3.7680464,-3.9317636,-6.852547,-1.0204312,-6.0671,-1.1717663,-2.7693405,-2.3355746,0.8431288,0.024823125,0.31777927,-1.644885,-1.2765366,1.8384296,5.6195474,6.229317,7.831694,6.7686577,fearful
-453.80807,56.790592,-27.374208,9.293223,1.0885532,-2.1570315,-20.183321,-10.424575,-25.516682,-4.3826585,-1.9466372,-7.7362213,-4.310282,-1.0232867,-9.526167,8.473261,-10.114545,-6.3852863,-3.4923594,-1.9880478,-8.294623,-2.6006546,-3.8993006,-3.752712,-7.728064,-0.7552806,-7.8857594,-1.6509352,-4.1069207,-3.4997544,-0.041424483,-0.25161386,0.8524695,-0.047824424,-0.19999197,2.5406165,5.9983363,9.105856,9.798737,8.494867,fearful
-553.21655,36.638985,-35.411156,8.533907,-19.019064,-8.101029,-7.077377,-14.674081,-10.359878,-0.5079925,-8.53053,-3.67535,-13.023062,7.354903,-14.710072,-3.6300313,-2.512701,8.275562,11.776247,21.656757,14.879992,9.035384,1.8066471,-5.238256,-3.229395,0.6614317,-0.7996923,-2.5906749,-4.593048,-6.7658715,-2.7125373,0.23308077,-1.7876849,-6.0142827,-2.9903452,0.27502668,0.28457284,-0.72449505,3.817556,9.512502,neutral
-545.3573,37.911488,-32.943424,8.931699,-21.418434,-6.832676,-4.525291,-17.885614,-9.253585,-1.7796926,-8.879857,-3.7215016,-12.067103,5.501497,-13.976082,-5.638912,-3.279304,6.6989856,11.0255375,22.294832,15.142244,9.255805,2.405017,-6.991195,-3.6886342,-0.0120803835,0.21380989,0.026671426,-3.9011776,-7.2450414,-2.1970613,0.49971625,-1.3252531,-7.1731806,-3.2185786,0.74407065,0.76642734,0.98358905,3.9867928,8.821031,neutral
-530.08386,30.152794,-34.563683,9.574082,-21.187012,-6.3212457,-9.152926,-16.37702,-10.628878,-0.9792894,-11.038616,-2.6359754,-12.066917,7.387873,-14.426411,-3.886765,-1.7976002,7.981743,12.712958,24.976707,17.394917,10.251548,0.54691976,-8.058398,-3.7968204,0.6565932,1.4129307,-2.2390108,-4.906937,-7.649435,-2.6623738,0.10109253,-2.2268195,-7.0661902,-3.0507672,1.2692279,0.1667576,0.4586545,3.3885489,9.275138,neutral
-529.45746,35.983887,-34.191166,5.5895905,-21.283846,-9.243513,-8.900265,-18.199436,-10.441175,-1.4383988,-11.166224,-2.1244197,-13.846587,4.9896803,-14.857046,-4.8927326,-2.145911,6.2221837,10.7461815,21.952553,15.330308,9.707416,1.8493712,-6.121519,-3.266794,0.81317925,1.6712639,-1.3082097,-2.9640274,-7.9726377,-2.1817558,-0.8233631,-1.4491621,-6.246384,-3.7699678,1.2411616,-0.69761527,0.6389932,3.4218042,9.731523,neutral
-579.1764,39.86869,-28.245771,2.1595871,-27.303478,-7.3518543,-2.7038624,-18.437986,-8.567715,-4.207444,-9.921675,-4.0937147,-13.46082,5.677397,-7.871024,-0.8961638,-0.94390917,5.853746,10.049742,21.97884,19.511803,17.829557,4.4664965,-10.452976,-7.7431545,0.45115125,2.2339501,-0.06529828,-8.276458,-7.0782676,2.645428,4.953122,-2.3283148,-10.603343,-5.6840773,-2.565261,-3.1188033,-1.0517607,6.26365,12.4244375,calm
-593.11053,42.779125,-25.433323,5.79678,-26.54679,-5.9165006,-4.463858,-16.926266,-8.114519,-1.6009347,-9.031027,-5.783866,-14.268362,5.5204906,-10.888605,-0.5591668,-4.0146823,6.0626717,8.936124,19.027164,18.131659,13.938388,5.3176036,-9.155917,-6.8875933,-0.89338887,1.2352318,2.0363457,-7.3252645,-8.254823,3.5452209,6.7282405,0.102355264,-8.433394,-6.0398884,-2.8064337,-2.7490215,-1.1553091,6.0406694,12.167746,calm
-573.50116,39.50035,-23.954567,2.6080976,-28.167732,-5.4601846,-6.752224,-16.602793,-10.879935,-4.272185,-12.876818,-6.5238924,-14.952987,5.596825,-8.803132,-2.7144732,-3.3988671,2.958945,6.3761744,20.24457,18.078966,17.843756,7.6484528,-9.443075,-8.384818,-1.508123,1.9851193,3.5316908,-6.021496,-7.4969983,2.8962371,7.5517535,1.3847983,-7.6319065,-6.471526,-2.84413,-2.9540975,-1.0043548,2.6365418,11.11592,calm
-574.0112,36.813087,-26.002197,1.5397427,-26.217733,-5.034495,-7.434901,-16.550413,-7.759236,-3.859899,-12.743005,-8.108685,-15.219028,5.3584166,-10.482388,-3.3753872,-3.9720445,1.5315642,5.91935,20.212336,18.174366,19.015299,7.868213,-9.530932,-9.191995,-2.8023727,1.972173,2.4934175,-6.8346596,-8.956642,0.8401548,6.802119,1.6433969,-7.8395224,-6.644122,-3.7502184,-1.8387629,-2.974224,3.988596,12.121265,calm
-595.4446,42.331703,-22.909975,4.7732334,-26.428356,-6.820275,-2.6032615,-15.701897,-8.244887,-1.3305553,-9.710095,-5.487408,-12.858796,5.171128,-7.641906,0.60348094,-2.5601842,3.986146,7.669212,16.658964,17.334085,15.229669,6.640329,-8.612673,-6.8594594,-1.6821275,1.5163798,2.8060858,-6.1929784,-6.839195,3.3797588,6.8674498,1.3220772,-5.966214,-6.2269197,-2.417495,-2.6315427,-0.25986457,4.446153,9.940685,calm
-576.21173,42.293335,-25.976583,2.6930826,-27.611681,-6.3167143,-5.060551,-20.30102,-10.546361,-4.250295,-10.830652,-7.1152906,-15.771334,3.539006,-9.867435,-0.73716444,-3.2446947,5.296712,7.9489503,20.43637,18.328281,15.9926405,5.191578,-9.452345,-7.478,-1.7585675,0.84020764,1.4540083,-6.8275056,-6.4627824,2.9676788,6.0712795,0.111580014,-7.842416,-6.2782264,-4.167909,-3.01176,-0.1785389,5.6818733,12.366031,calm
-576.5554,38.96257,-21.512493,-2.244703,-30.15804,-7.2483244,-5.6659083,-16.443073,-11.22111,-4.6611733,-12.936379,-5.344505,-15.221867,4.286239,-9.29608,0.56614983,-3.6493576,6.0135393,8.487847,22.811666,20.254663,16.52453,7.156831,-9.539434,-6.896818,-0.63909197,1.2821436,2.3489685,-6.0720086,-5.269657,5.1769443,8.030266,0.7532708,-6.4637823,-5.3494177,-2.0458424,-3.3161018,0.84694785,7.390253,14.046449,calm
